nhits,uid,chi,eta,j1A0,j2A0,j3A0,j4A0,kappa,muDc,muK,multiplier,omegaS0,pF,pF2,pR,pT,rho,sageA15,sigma,theta,zeta
2,5c96a9f269ead83c120e5ec6a86b30b4,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.754923726599594,0.803973490678216,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,c14f58a809013e929728acab953a9c3c,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.928189229149371,0.458359752455167,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,eff627a53e7701b4077eb7d46c4c7837,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.721073082073336,0.934048470070004,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,519064187115945b56906c045d8679da,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.713259355648793,0.976360503952508,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,a1a775a7bcfdac08c270263ddb6a25f5,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.923566462413245,0.515791344609647,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,0c6cf5633b9d1bbef9c593ec14723ebe,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.730921361199324,0.96027022172641,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,38d1297bfce472b91376404f07520015,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.966223160521197,0.473752460534708,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,c837c36b0e86988e7c31d02a79ab9e9b,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.973443237841362,0.47913475673839,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,0649d157c260e6d47b7ec95e4b045c1b,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.841261428971053,0.744819707754394,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,4dca8c3d2da57820c0f23fa79612dd41,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.987401423011115,0.496789879297442,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
2,1284fb8f368490b09f2d17669c7325dc,0.111922743670616,0.978503424357727,0.251749634182535,0.677842112324307,0.892241866123923,0.892685194463935,0.0272427447925046,0.161656140618329,0.0150379416400235,1.24142594718208,0.0288297178915656,0.787344595623831,0.796369732911931,0.6383563176801,0.00137626060146522,0.0174951793708598,0.664229113411808,0.000997498200329757,0.105800329222688,1.22306763221401
