nhits,uid,chi,eta,j1A0,j2A0,j3A0,j4A0,kappa,muDc,muK,multiplier,omegaS0,pR,pT,rho,sageA15,sigma,theta,zeta
3,0cfe63830c362775ab8e516ed80535e3,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
3,b76757b38bb8a2605d3e06d26795b90c,0.111922743670616,0.978503424357727,0.251749634182535,0.677842112324307,0.892241866123923,0.892685194463935,0.0272427447925046,0.161656140618329,0.0150379416400235,1.24142594718208,0.0288297178915656,0.6383563176801,0.00137626060146522,0.0174951793708598,0.664229113411808,0.000997498200329757,0.105800329222688,1.22306763221401
3,372a48aa6c23c9b2122368164b45f0b0,0.170774830820087,0.992786976292464,0.343572497174024,0.946115344392636,0.721012181251664,0.942895951885334,0.0807848239398619,0.142652609226933,0.00655181266504414,1.39544194861637,0.0273209009337298,0.721858512711775,0.00177435752954341,0.021976247086362,0.926595784736892,0.000692605539394623,0.105823447746363,1.29333462300974
3,7e8f3fdbb5e3a92336cd8dfdff315711,0.155771072633699,0.990114446778493,0.598460163896262,0.685094425779117,0.63955799129754,0.808024325522361,0.0583703397034334,0.13026029849535,0.0135068738141,1.5003730491103,0.0322981225780061,0.6457275624848,0.00149286125269589,0.0209107785848973,0.83159638182299,0.00102678746936308,0.101791329454975,1.32099279584681
3,0e2b5f739c9e380c5e91ea2504ecd4b8,0.117131256655593,0.976632691806848,0.112228509217748,0.765348814728664,0.59405423852082,0.91958057170787,0.029977438489421,0.139857006838414,0.0174726020079568,0.232813845405665,0.0369414893864694,0.71067938587208,0.00193756817293359,0.0156132493506504,0.909794488606757,0.000734666134819683,0.093064592718404,1.29762450983371
3,bb3ca026a22bd222ff5fd744f210fd67,0.181319050601756,0.966003117248611,0.255748136341146,0.707874061886287,0.791995097383075,0.859519517097948,0.0290681218357524,0.168513684382011,0.0171338847110853,1.22828600390779,0.032303533840375,0.715482217785598,0.00182822503625011,0.0222821917746915,0.711427519263476,0.000732495457627965,0.0967347002256234,1.29206559807638
3,920977f5c10e43a0107d4d07775bbf35,0.152068550262207,0.945189451165357,0.581772584036737,0.880633275526692,0.465143735930253,0.852116379356477,0.0430111715994093,0.140564847724673,0.0063675794958666,1.12492360516266,0.0338767688529619,0.766238658342113,0.00173079413340886,0.0210454780121343,0.845274151336668,0.00102664816977071,0.109467976619162,1.31936407147191
3,ff395879c944747f1b3c2687736bd095,0.115679412863999,0.997457090329449,0.264651527119827,0.740438460371273,0.733420641115074,0.965929204599676,0.0761212443086038,0.147394912693959,0.0188802673677813,0.506798824440779,0.0285356139126162,0.768454090292093,0.0021655198536697,0.0152722721222617,0.879387198743214,0.00108027866065498,0.100693667849612,1.32686791196148
3,f352e6bbef3baa64238d812378febce9,0.160691531173863,0.995914183763368,0.459632260591596,0.637184629265607,0.792470577099835,0.987862755218171,0.00401514622372001,0.168139697361459,0.0128851675121114,0.535901206632161,0.0299155095720738,0.767641552846532,0.00199279635755125,0.0225236457724201,0.813811276614069,0.000884480377861251,0.0948823789820487,1.24716342243214
3,1971b732e8bd72c647d85e032bbd3e6c,0.157794678121941,0.953061705836433,0.608123864397114,0.432558968962757,0.516045420075761,0.93208906809038,0.0658718709552752,0.166690050259314,0.0182716037130065,0.213068285009228,0.0353594001066867,0.734860027459871,0.00189703624529109,0.019627661816394,0.667966437717123,0.00093407622060053,0.0963885669833429,1.23701999493676
3,8dec02bcb98f266bdf92d27a5020342f,0.138840136960996,0.943212978338406,0.222388827538327,0.647953920676017,0.555434453523976,0.841299044500911,0.080858068129839,0.144347651777312,0.0051138970543325,1.37079867212884,0.0306416899063539,0.745441277783757,0.00180755330322534,0.0211197663521633,0.773626240299206,0.000733542610246804,0.0975459416982201,1.32840862712793
3,e9fc9bc829211b4498e413c09af88f50,0.121622961648711,0.990909287071542,0.304101681519492,0.528766672870832,0.870561777172242,0.950138648253609,0.0384358451767997,0.162383437966853,0.0171584561448708,1.15458054956561,0.0308443651155294,0.689113231111923,0.00184440724733011,0.0154201650178386,0.959328310843428,0.000761860163728011,0.105069884094608,1.26185176754047
