nhits,uid,chi,eta,j1A0,j2A0,j3A0,j4A0,kappa,muDc,muK,multiplier,omegaS0,pF,pF2,pR,pT,rho,sageA15,sigma,theta,zeta
2,e01150590bbeeff6d250d4bcf1e9c5d8,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.994815337802866,0.746472910916345,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,639eb11d978490443ee147c683d1eb4e,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.95712063775945,0.876143638560665,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,17b52c5be474b088278431eae0026697,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.979203242645133,0.82658053633594,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,d346e0be57a71c50ac6a3a9aa369c88e,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.933156672712695,0.981718806483666,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,2de6f2088133352812ed9f7b6cf13666,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.969659759306605,0.885563656690088,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,6d3c304fba97eb8edbde861774af1cb0,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.962097579435096,0.924940330197243,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,644a50d1dc7df065d4c394da33bf9762,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.99641346193098,0.845732425289717,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,2dbcbaf22550d8b9f9233278ccbcdfdb,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.953218627674435,0.994777749110409,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,e3de30a0e0770ad8606f17cfc451c9f8,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.976604616958671,0.949242871709052,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,23b8ff7dfd614ac46110de7679743a9f,0.135948639501914,1.97587401451559,0.618292748704887,0.906847232316545,0.440131276724151,0.979859743780641,0.0147509164409091,0.131882412950297,0.00801020375054692,1.73784591111712,0.0313986877760474,0.977177795704338,0.978991172426217,0.674317886120534,0.000602804926338657,0.0186926145883935,0.602088135914656,0.000925605122573797,0.104957608964858,1.33026552827825
2,e9e7baccd97e3d1b633bd5ec211f7843,0.119770628584197,1.84783174520727,0.651327349484315,0.840235671621002,0.38163342008079,0.93157113025391,0.127341019149443,0.145421660880301,0.0127456089097328,1.44399549853116,0.0302496214563034,0.975680367501522,0.710921782167698,0.637296166075941,0.000702640836149302,0.0182741805853451,0.947035954400508,0.00109795625927387,0.0967249168346524,1.29057058910414
