nhits,uid,chi,eta,j1A0,j2A0,j3A0,j4A0,kappa,muDc,muK,multiplier,omegaS0,pR,pT,rho,sageA15,sigma,theta,zeta
3,0cfe63830c362775ab8e516ed80535e3,0.11386577206024,0.994447668445667,0.647664665081686,0.900453876208284,0.826734635849638,0.991662952454621,0.0429614720459464,0.125703250252429,0.0186263047748353,1.8422563863798,0.0369914293663966,0.761218185690107,0.00157132902735031,0.0222761853475694,0.838384125545572,0.00083002384867443,0.108964576205814,1.31711747608903
3,2d759379e2ef4a1ca8ba4b85f690fa35,0.131564103341842,0.995995882196874,0.433579664824537,0.880274858658588,0.863888921483211,0.795388620189298,0.10787485421125,0.128974375182568,0.0140046912915405,1.54806751358204,0.0311701066990865,0.676026429617458,0.00145885384148166,0.0217090391032357,0.662997882305997,0.000928390884753259,0.096701535641999,1.32430964165365
3,5fd499a59fdfefa269767552c5d58f02,0.11722936054268,0.971748835190791,0.201635390426227,0.921762496463207,0.37764754739866,0.944112139919307,0.0578683861063245,0.134035710505182,0.0130465848350484,0.33770157617586,0.031199746025548,0.733232151772703,0.00156502562101748,0.0196562259825911,0.605143507867732,0.000983234883210853,0.100569213996499,1.30784504859162
3,d0aa8cfc5d02ee055d0e67db3a1c24ac,0.156146113847667,0.992315911360641,0.596505047244806,0.633788696655237,0.94130073609616,0.940255556674139,0.0952606960872919,0.144501109675783,0.00431291457861066,0.189122725897706,0.0314475670902198,0.619365400055851,0.00173639440968774,0.0155788134768579,0.800208480996859,0.000843019186823885,0.0932383122897976,1.29693579784618
3,b7d396bdac9652ddca9a7940d88b0160,0.18393604181336,0.998001306954429,0.59999032180629,0.678785205530803,0.627512298732981,0.974400549681764,0.013446054362532,0.142560787954791,0.0195820404366106,1.4651312316686,0.0320757165415427,0.745066095378114,0.00197149709158597,0.0199299795160964,0.651834654798216,0.000867367055709852,0.0934744224899486,1.26544266520375
3,b3bb92a7783667b4742669406a8daca1,0.142615123695422,0.992899079621189,0.20252790164853,0.375473700669987,0.804234280782463,0.938878312413231,0.119791540311277,0.127321512062034,0.015345916016528,1.68886413756585,0.0290314134598599,0.749068101391557,0.00188675025495572,0.0175369612530053,0.809942517993871,0.000735720584077361,0.108353780330512,1.32095113880386
3,ad75d117e64976c44f16a2f7677d8a9d,0.136341875806751,0.990861629533034,0.206528060330912,0.791985225229637,0.631880967404498,0.852306085321959,0.0977787663677383,0.153462615372925,0.0109387125477243,1.48167040095018,0.0343261341480493,0.77499099981482,0.00194097685606781,0.0204578850397022,0.668272259535596,0.000774322114918584,0.0973624529018905,1.31039647087317
3,e672edcbc31529c5a051374e36ed7fa3,0.128850644348959,0.940677205350794,0.372717748533265,0.914805932674884,0.876769746529132,0.991556938539934,0.106319755889186,0.144115114672588,0.0116618691385761,1.30495560117687,0.0368834595628899,0.695910848469695,0.00158179857874327,0.0195127709928697,0.736318720989011,0.00084625132235153,0.10453093204096,1.31068939890588
3,ebf936e44de1b51c698fbb405fdc2d34,0.135902704355096,0.993307583862621,0.214048672261491,0.678003411650055,0.575922060764953,0.976173597349551,0.0734453553857762,0.140019634067349,0.00518469797108099,0.326904926987893,0.0283385718486632,0.757445878746603,0.00205707240310637,0.0166994174952915,0.963322854782764,0.000810221485785147,0.0964174938048052,1.23703836589294
3,12d2b243735102aa6b241bd2c045c2f0,0.11880632847965,0.996893931952464,0.0863524294885835,0.494480245782597,0.56092970991649,0.976650305029214,0.0207244597116702,0.150509035862455,0.00744668143434217,0.935021093471978,0.0284260805715457,0.695662252930613,0.00161523485268448,0.0154514279262583,0.71240712688162,0.000897393113909554,0.108502775581149,1.25427727966573
