"country","year","xVXa","xSES","xRISK","xHIV","xTB","xtype","xcause","yVXa","ySES","yRISK","yHIV","yTB","ytype","ycause","fn","age_from","age_thru","value","lo","hi","err","name","type"
"SYR",2019.5,"all","all","all","all","Ds","stock",NA,"all","all","all","all","Ds,Dc","stock",NA,"x/y",0,99,0.504,0.361,0.797,0.218,"TB_subclinpr_0_99","ratio"
"SYR",2019.5,"all","high","all","all","Ds, Dc","stock",NA,"all","low","all","all","Ds,Dc","stock",NA,"x/y",0,99,0.674,0.575,0.801,0.113,"TB_prr_0_99","ratio"
"SYR",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,14,6.60173950177238,4.7155282155517,8.29932965937099,1.79190072190965,"TB_inci_0_14","inci"
"SYR",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",15,99,24.6420550318269,17.844246747185,31.4398633164688,6.7978082846419,"TB_inci_15_99","inci"
"SYR",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,18.7461936439625,14.0596452329718,23.4327420549531,4.68654841099065,"TB_inci_0_99","inci"
"SYR",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",0,14,4.24397539399653,3.39518031519722,5.09277047279583,0.848795078799305,"TB_notif_0_14","inci"
"SYR",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",15,99,20.0875234811168,16.0700187848935,24.1050281773402,4.01750469622335,"TB_notif_15_99","inci"
"SYR",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,15.1668422950684,12.1334738360547,18.2002107540821,3.0333684590137,"TB_notif_0_99","inci"
"SYR",2019.5,"all","all","all","all","TBdead","inflow","TBp,TBtr_died","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,0.14,0.12,0.15,0.015,"TB_deaths_0_99","inci"
