county,code,Variant,Time,MidPeriod,SexID,Sex,AgeGrp,AgeGrpStart,AgeGrpSpan,mx,qx,px,lx,dx,Lx,Sx,Tx,ex,ax
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00324656,0.0161075,0.9838925,93121.935,1499.961,462014.97,0.98133453,3689512.8,39.6202,2.603465
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00435679,0.02155956,0.97844044,91621.974,1975.33,453391.24,0.97523028,3227497.9,35.2262,2.611219
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,50-54,50,5,0.00578356,0.02852602,0.97147398,89646.644,2557.262,442160.87,0.96563882,2774106.6,30.9449,2.625446
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,55-59,55,5,0.00842929,0.04132575,0.95867425,87089.382,3599.034,426967.69,0.94958436,2331945.7,26.7765,2.64403
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,60-64,60,5,0.01256172,0.06100163,0.93899837,83490.349,5093.047,405441.85,0.92538809,1904978.1,22.8167,2.641903
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,65-69,65,5,0.01888685,0.090388,0.909612,78397.302,7086.176,375191.05,0.89019112,1499536.2,19.1274,2.629828
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,70-74,70,5,0.02829538,0.13252381,0.86747619,71311.126,9450.422,333991.75,0.83877795,1124345.1,15.7668,2.612394
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,75-79,75,5,0.04298759,0.19467534,0.80532466,61860.704,12042.754,280144.91,0.76838905,790353.4,12.7763,2.578743
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,80-84,80,5,0.06346819,0.27424212,0.72575788,49817.95,13662.18,215260.28,0.68201802,510208.49,10.2415,2.52386
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,85-89,85,5,0.09093295,0.36923549,0.63076451,36155.77,13349.993,146811.39,0.58331879,294948.21,8.1577,2.45562
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,90-94,90,5,0.12593927,0.47291386,0.52708614,22805.776,10785.168,85637.844,0.48177692,148136.82,6.4956,2.367585
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,95-99,95,5,0.16820501,0.5773301,0.4226699,12020.609,6939.859,41258.337,0.33985578,62498.975,5.1993,2.284569
Dominican Republic,DOM,Medium,2025-2030,2028,3,Total,100+,100,-1,0.23919948,,,5080.749,5080.749,21240.638,,21240.638,4.1806,4.180611
Ecuador,ECU,Medium,2025-2030,2028,3,Total,0,0,1,0.01015395,0.01005963,0.98994037,100000,1005.963,99071.171,0.98909622,7868376.9,78.6838,0.076677
Ecuador,ECU,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00051844,0.00207114,0.99792886,98994.037,205.03,395476.94,0.99802157,7769305.7,78.4826,1.565201
Ecuador,ECU,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00030419,0.00151981,0.99848019,98789.006,150.141,493569.68,0.99834622,7373828.8,74.6422,2.5
Ecuador,ECU,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00039057,0.00195108,0.99804892,98638.865,192.453,492753.42,0.99707791,6880259.1,69.752,2.709028
Ecuador,ECU,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00083289,0.00415669,0.99584331,98446.413,409.211,491313.55,0.99455314,6387505.7,64.8831,2.755411
Ecuador,ECU,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00134198,0.00668868,0.99331132,98037.201,655.739,488637.44,0.99246777,5896192.1,60.1424,2.638435
Ecuador,ECU,Medium,2025-2030,2028,3,Total,25-29,25,5,0.0016406,0.00817012,0.99182988,97381.462,795.618,484956.91,0.99158803,5407554.7,55.5296,2.548566
Ecuador,ECU,Medium,2025-2030,2028,3,Total,30-34,30,5,0.0017223,0.00857493,0.99142507,96585.844,828.217,480877.46,0.99115461,4922597.8,50.966,2.522683
Ecuador,ECU,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00186108,0.00926336,0.99073664,95757.627,887.037,476623.91,0.98965935,4441720.3,46.385,2.560167
Ecuador,ECU,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00234217,0.01164523,0.98835477,94870.59,1104.79,471695.31,0.98689422,3965096.4,41.7948,2.594442
Ecuador,ECU,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00299787,0.01488334,0.98511666,93765.8,1395.548,465513.38,0.98196526,3493401.1,37.2567,2.624143
Ecuador,ECU,Medium,2025-2030,2028,3,Total,50-54,50,5,0.00437954,0.0216733,0.9783267,92370.252,2001.968,457117.96,0.97459864,3027887.7,32.7799,2.63568
Ecuador,ECU,Medium,2025-2030,2028,3,Total,55-59,55,5,0.00600721,0.02961494,0.97038506,90368.283,2676.251,445506.55,0.96411208,2570769.7,28.4477,2.632932
Ecuador,ECU,Medium,2025-2030,2028,3,Total,60-64,60,5,0.00880299,0.04311732,0.95688268,87692.032,3781.045,429518.24,0.94889317,2125263.2,24.2355,2.635068
Ecuador,ECU,Medium,2025-2030,2028,3,Total,65-69,65,5,0.01254493,0.06093238,0.93906762,83910.987,5112.896,407566.93,0.92155696,1695744.9,20.2089,2.65534
Ecuador,ECU,Medium,2025-2030,2028,3,Total,70-74,70,5,0.02103466,0.10026306,0.89973694,78798.09,7900.538,375596.14,0.87116048,1288178,16.3478,2.671765
Ecuador,ECU,Medium,2025-2030,2028,3,Total,75-79,75,5,0.03530883,0.16295637,0.83704363,70897.553,11553.208,327204.52,0.79548201,912581.88,12.8718,2.63847
Ecuador,ECU,Medium,2025-2030,2028,3,Total,80-84,80,5,0.05820176,0.2552739,0.7447261,59344.345,15149.062,260285.3,0.67882958,585377.36,9.8641,2.594807
Ecuador,ECU,Medium,2025-2030,2028,3,Total,85-89,85,5,0.09960617,0.39821784,0.60178216,44195.282,17599.35,176689.36,0.54566673,325092.05,7.3558,2.483598
Ecuador,ECU,Medium,2025-2030,2028,3,Total,90-94,90,5,0.14428633,0.52305558,0.47694442,26595.932,13911.151,96413.508,0.40713194,148402.69,5.5799,2.37145
Ecuador,ECU,Medium,2025-2030,2028,3,Total,95-99,95,5,0.22154941,0.685584,0.314416,12684.781,8696.483,39253.019,0.24497716,51989.181,4.0985,2.220613
Ecuador,ECU,Medium,2025-2030,2028,3,Total,100+,100,-1,0.31314756,,,3988.298,3988.298,12736.162,,12736.162,3.1934,3.193383
Egypt,EGY,Medium,2025-2030,2028,3,Total,0,0,1,0.01153566,0.01141458,0.98858542,100000,1141.458,98950.345,0.98720566,7331412.8,73.3141,0.080426
Egypt,EGY,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00081252,0.00324366,0.99675634,98858.542,320.663,394652.48,0.99737036,7232462.4,73.1597,1.562291
Egypt,EGY,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00031246,0.00156107,0.99843893,98537.879,153.825,492304.83,0.99855624,6837809.9,69.3927,2.5
Egypt,EGY,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00027165,0.00135737,0.99864263,98384.054,133.544,491594.06,0.99834795,6345505.1,64.4973,2.557295
Egypt,EGY,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00041249,0.00206046,0.99793954,98250.51,202.441,490781.92,0.99740358,5853911,59.5815,2.675235
Egypt,EGY,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00063257,0.0031581,0.9968419,98048.069,309.645,489507.65,0.99644982,5363129.1,54.699,2.633743
Egypt,EGY,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00078879,0.00393649,0.99606351,97738.424,384.747,487769.81,0.99544902,4873621.5,49.8639,2.602802
Egypt,EGY,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00104432,0.00520854,0.99479146,97353.677,507.07,485549.97,0.99428698,4385851.7,45.0507,2.597155
Egypt,EGY,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00127065,0.00633414,0.99366586,96846.607,613.44,482776.02,0.99234007,3900301.7,40.273,2.624845
Egypt,EGY,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00192577,0.00958708,0.99041292,96233.167,922.595,479077.99,0.98585987,3417525.7,35.513,2.736985
Egypt,EGY,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00404029,0.02002133,0.97997867,95310.572,1908.245,472303.76,0.97200991,2938447.7,30.8302,2.773296
Egypt,EGY,Medium,2025-2030,2028,3,Total,50-54,50,5,0.00744506,0.03659337,0.96340663,93402.327,3417.906,459083.94,0.95676909,2466143.9,26.4035,2.680539
Egypt,EGY,Medium,2025-2030,2028,3,Total,55-59,55,5,0.01035381,0.05053966,0.94946034,89984.421,4547.782,439237.32,0.93539388,2007060,22.3045,2.65055
Egypt,EGY,Medium,2025-2030,2028,3,Total,60-64,60,5,0.01700874,0.08179404,0.91820596,85436.639,6988.208,410859.9,0.89760834,1567822.7,18.3507,2.664166
Egypt,EGY,Medium,2025-2030,2028,3,Total,65-69,65,5,0.02698923,0.12687813,0.87312187,78448.431,9953.391,368791.27,0.83966864,1156962.8,14.7481,2.64393
Egypt,EGY,Medium,2025-2030,2028,3,Total,70-74,70,5,0.04445531,0.20098009,0.79901991,68495.041,13766.139,309662.47,0.74845058,788171.49,11.507,2.616417
Egypt,EGY,Medium,2025-2030,2028,3,Total,75-79,75,5,0.07361087,0.31172878,0.68827122,54728.901,17060.574,231767.05,0.6273923,478509.03,8.7433,2.545367
Egypt,EGY,Medium,2025-2030,2028,3,Total,80-84,80,5,0.1153941,0.44544918,0.55455082,37668.327,16779.325,145408.86,0.48681276,246741.97,6.5504,2.441329
Egypt,EGY,Medium,2025-2030,2028,3,Total,85-89,85,5,0.17611082,0.5967895,0.4032105,20889.002,12466.337,70786.89,0.34547954,101333.11,4.851,2.300079
Egypt,EGY,Medium,2025-2030,2028,3,Total,90-94,90,5,0.25142967,0.73003247,0.26996753,8422.665,6148.819,24455.422,0.22136624,30546.218,3.6267,2.128245
Egypt,EGY,Medium,2025-2030,2028,3,Total,95-99,95,5,0.35607761,0.84775462,0.15224538,2273.846,1927.664,5413.605,0.11118271,6090.796,2.6786,1.910443
Egypt,EGY,Medium,2025-2030,2028,3,Total,100+,100,-1,0.51120359,,,346.183,346.183,677.191,,677.191,1.9562,1.956168
El Salvador,SLV,Medium,2025-2030,2028,3,Total,0,0,1,0.01027062,0.01017417,0.98982583,100000,1017.417,99060.902,0.9891539,7507336,75.0734,0.076978
El Salvador,SLV,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00043013,0.00171871,0.99828129,98982.583,170.123,395516.05,0.99843649,7408275.1,74.8442,1.564768
El Salvador,SLV,Medium,2025-2030,2028,3,Total,9-May,5,5,0.0002095,0.00104695,0.99895305,98812.461,103.452,493803.67,0.99854179,7012759,70.9704,2.5
El Salvador,SLV,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00043959,0.00219587,0.99780413,98709.009,216.753,493083.6,0.99603485,6518955.3,66.0422,2.871122
El Salvador,SLV,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00124951,0.00623063,0.99376937,98492.256,613.669,491128.45,0.99147896,6025871.7,61.1812,2.828096
El Salvador,SLV,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00214992,0.01069582,0.98930418,97878.588,1046.892,486943.53,0.98764012,5534743.3,56.547,2.6603
El Salvador,SLV,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00275575,0.01368671,0.98631329,96831.696,1325.308,480924.96,0.98572572,5047799.7,52.1296,2.560175
El Salvador,SLV,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00295008,0.01464314,0.98535686,95506.388,1398.514,474060.1,0.98508622,4566874.8,47.8175,2.517481
El Salvador,SLV,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00308669,0.01531703,0.98468297,94107.875,1441.453,466990.08,0.98348311,4092814.7,43.4907,2.537695
El Salvador,SLV,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00364602,0.01807052,0.98192948,92666.422,1674.531,459276.85,0.9796415,3625824.6,39.1277,2.578274
El Salvador,SLV,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00466121,0.02304824,0.97695176,90991.891,2097.203,449926.67,0.97347625,3166547.8,34.8003,2.600238
El Salvador,SLV,Medium,2025-2030,2028,3,Total,50-54,50,5,0.00618044,0.03045164,0.96954836,88894.688,2706.989,437992.93,0.96488004,2716621.1,30.56,2.606007
El Salvador,SLV,Medium,2025-2030,2028,3,Total,55-59,55,5,0.00824753,0.04044072,0.95955928,86187.699,3485.493,422610.63,0.95259667,2278628.2,26.438,2.610707
El Salvador,SLV,Medium,2025-2030,2028,3,Total,60-64,60,5,0.01141879,0.05558432,0.94441568,82702.206,4596.946,402577.48,0.9333464,1856017.5,22.4422,2.621562
El Salvador,SLV,Medium,2025-2030,2028,3,Total,65-69,65,5,0.01657012,0.07971456,0.92028544,78105.26,6226.126,375744.24,0.90371019,1453440,18.6087,2.625802
El Salvador,SLV,Medium,2025-2030,2028,3,Total,70-74,70,5,0.02465081,0.11645279,0.88354721,71879.134,8370.526,339563.9,0.8548323,1077695.8,14.9932,2.630762
El Salvador,SLV,Medium,2025-2030,2028,3,Total,75-79,75,5,0.0397165,0.18152682,0.81847318,63508.608,11528.515,290270.19,0.76609421,738131.91,11.6225,2.634314
El Salvador,SLV,Medium,2025-2030,2028,3,Total,80-84,80,5,0.06987311,0.29892185,0.70107815,51980.092,15537.985,222374.31,0.62832978,447861.72,8.616,2.584877
El Salvador,SLV,Medium,2025-2030,2028,3,Total,85-89,85,5,0.12004965,0.46028804,0.53971196,36442.107,16773.866,139724.4,0.45911628,225487.41,6.1876,2.467123
El Salvador,SLV,Medium,2025-2030,2028,3,Total,90-94,90,5,0.19664334,0.64137003,0.35862997,19668.241,12614.62,64149.747,0.28859627,85763.008,4.3605,2.289537
El Salvador,SLV,Medium,2025-2030,2028,3,Total,95-99,95,5,0.30581163,0.80265251,0.19734749,7053.621,5661.606,18513.378,0.14342505,21613.26,3.0641,2.040641
El Salvador,SLV,Medium,2025-2030,2028,3,Total,100+,100,-1,0.44905385,,,1392.014,1392.014,3099.883,,3099.883,2.2269,2.226904
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,0,0,1,0.05412192,0.05186764,0.94813236,100000,5186.764,95834.82,0.9389698,6129336.7,61.2934,0.19696
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00591562,0.02331292,0.97668708,94813.236,2210.373,373650.08,0.98193524,6033501.9,63.6356,1.465197
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00174449,0.00868459,0.99131541,92602.863,804.218,461003.77,0.99257613,5659851.8,61.1196,2.5
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00123937,0.0061778,0.9938222,91798.645,567.114,457581.34,0.9925903,5198848,56.6332,2.510397
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00185663,0.00924312,0.99075688,91231.531,843.264,454190.8,0.98846151,4741266.7,51.9696,2.667565
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00282211,0.01401717,0.98598283,90388.268,1266.987,448950.13,0.98376418,4287075.9,47.4296,2.639114
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00372375,0.01845388,0.98154612,89121.28,1644.634,441661.05,0.9791237,3838125.7,43.0663,2.601077
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,30-34,30,5,0.0047583,0.02352266,0.97647734,87476.646,2057.683,432440.8,0.97297469,3396464.7,38.8271,2.59806
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00625262,0.03079896,0.96920104,85418.964,2630.815,420753.95,0.96554432,2964023.9,34.6998,2.589772
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,40-44,40,5,0.00779375,0.03824534,0.96175466,82788.149,3166.261,406256.59,0.95771497,2543269.9,30.7202,2.573114
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00960116,0.04691677,0.95308323,79621.888,3735.602,389078.02,0.9461506,2137013.3,26.8395,2.582338
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,50-54,50,5,0.01273756,0.06179023,0.93820977,75886.286,4689.031,368126.4,0.92972373,1747935.3,23.0336,2.589047
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,55-59,55,5,0.01672133,0.08038192,0.91961808,71197.255,5722.972,342255.85,0.90387616,1379808.9,19.3801,2.600822
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,60-64,60,5,0.02442759,0.11541698,0.88458302,65474.283,7556.844,309356.9,0.85942858,1037553.1,15.8467,2.616133
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,65-69,65,5,0.03727778,0.17112374,0.82887626,57917.439,9911.049,265870.16,0.78927179,728196.18,12.573,2.607011
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,70-74,70,5,0.05927233,0.25908908,0.74091092,48006.391,12437.932,209843.82,0.68433862,462326.02,9.6305,2.572898
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,75-79,75,5,0.09568188,0.38630637,0.61369363,35568.459,13740.322,143604.23,0.53501977,252482.2,7.0985,2.508205
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,80-84,80,5,0.16050825,0.56496006,0.43503994,21828.137,12332.025,76831.101,0.35044367,108877.97,4.988,2.380026
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,85-89,85,5,0.26779921,0.75930938,0.24069062,9496.111,7210.486,26924.973,0.17669511,32046.871,3.3747,2.14921
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,90-94,90,5,0.43361142,0.90255885,0.09744115,2285.625,2062.911,4757.511,0.07325002,5121.899,2.2409,1.766407
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,95-99,95,5,0.60378042,0.94475492,0.05524508,222.714,210.41,348.488,0.04363482,364.388,1.6361,1.363853
Equatorial Guinea,GNQ,Medium,2025-2030,2028,3,Total,100+,100,-1,0.77382724,,,12.304,12.304,15.9,,15.9,1.2923,1.292278
Eritrea,ERI,Medium,2025-2030,2028,3,Total,0,0,1,0.02168567,0.0212742,0.9787258,100000,2127.42,98102.584,0.97618497,6894523.1,68.9452,0.108114
Eritrea,ERI,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00156265,0.00622665,0.99377335,97872.58,609.418,389989.9,0.99499953,6796420.5,69.4415,1.537947
Eritrea,ERI,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00054691,0.00273081,0.99726919,97263.162,265.607,485651.79,0.99761521,6406430.6,65.867,2.5
Eritrea,ERI,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00042311,0.00211339,0.99788661,96997.554,204.994,484493.61,0.99698686,5920778.8,61.0405,2.589384
Eritrea,ERI,Medium,2025-2030,2028,3,Total,15-19,15,5,0.0008435,0.0042094,0.9957906,96792.561,407.439,483033.76,0.99482434,5436285.2,56.1643,2.719799
Eritrea,ERI,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00122549,0.00610978,0.99389022,96385.122,588.892,480533.74,0.99289083,4953251.5,51.3902,2.63646
Eritrea,ERI,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00164389,0.00818749,0.99181251,95796.23,784.33,477117.55,0.99037077,4472717.7,46.6899,2.623953
Eritrea,ERI,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00225863,0.01123288,0.98876712,95011.9,1067.257,472523.27,0.98699583,3995600.2,42.0537,2.623601
Eritrea,ERI,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00304329,0.01510811,0.98489189,93944.643,1419.326,466378.5,0.98126605,3523076.9,37.5016,2.643448
Eritrea,ERI,Medium,2025-2030,2028,3,Total,40-44,40,5,0.0046355,0.02292773,0.97707227,92525.317,2121.396,457641.39,0.97273356,3056698.4,33.0363,2.650039
Eritrea,ERI,Medium,2025-2030,2028,3,Total,45-49,45,5,0.00655012,0.03225384,0.96774616,90403.921,2915.874,445163.14,0.95991833,2599057,28.7494,2.64857
Eritrea,ERI,Medium,2025-2030,2028,3,Total,50-54,50,5,0.01009846,0.0493242,0.9506758,87488.048,4315.278,427320.26,0.93938943,2153893.9,24.6193,2.654848
Eritrea,ERI,Medium,2025-2030,2028,3,Total,55-59,55,5,0.01523716,0.07353973,0.92646027,83172.77,6116.503,401420.13,0.9102002,1726573.6,20.7589,2.638566
Eritrea,ERI,Medium,2025-2030,2028,3,Total,60-64,60,5,0.02287101,0.10844597,0.89155403,77056.268,8356.441,365372.68,0.86991516,1325153.5,17.1972,2.617568
Eritrea,ERI,Medium,2025-2030,2028,3,Total,65-69,65,5,0.03367557,0.15580175,0.84419825,68699.826,10703.553,317843.24,0.80879278,959780.82,13.9706,2.603049
Eritrea,ERI,Medium,2025-2030,2028,3,Total,70-74,70,5,0.05252346,0.23281099,0.76718901,57996.273,13502.17,257069.31,0.72640079,641937.58,11.0686,2.562462
Eritrea,ERI,Medium,2025-2030,2028,3,Total,75-79,75,5,0.0768477,0.32251876,0.67748124,44494.103,14350.183,186735.35,0.61793392,384868.27,8.6499,2.509777
Eritrea,ERI,Medium,2025-2030,2028,3,Total,80-84,80,5,0.11870769,0.45440983,0.54559017,30143.92,13697.694,115390.11,0.48565567,198132.92,6.5729,2.420771
Eritrea,ERI,Medium,2025-2030,2028,3,Total,85-89,85,5,0.17219067,0.58673285,0.41326715,16446.226,9649.541,56039.86,0.36345865,82742.809,5.0311,2.28575
Eritrea,ERI,Medium,2025-2030,2028,3,Total,90-94,90,5,0.23348297,0.69969714,0.30030286,6796.685,4755.621,20368.172,0.26062953,26702.949,3.9288,2.137019
Eritrea,ERI,Medium,2025-2030,2028,3,Total,95-99,95,5,0.30562626,0.79489491,0.20510509,2041.064,1622.431,5308.547,0.16199936,6334.777,3.1037,1.981831
Eritrea,ERI,Medium,2025-2030,2028,3,Total,100+,100,-1,0.40793263,,,418.633,418.633,1026.23,,1026.23,2.4514,2.451385
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,0,0,1,0.03182301,0.03097146,0.96902854,100000,3097.146,97324.122,0.96499271,6259075.7,62.5908,0.136018
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00254929,0.010133,0.989867,96902.854,981.917,385172.23,0.99219321,6161751.5,63.5869,1.515896
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00073117,0.00364917,0.99635083,95920.937,350.032,478729.61,0.99661671,5776579.3,60.2223,2.5
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.00064453,0.00321764,0.99678236,95570.905,307.513,477109.93,0.99591642,5297849.7,55.4337,2.578644
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00107339,0.00535394,0.99464606,95263.392,510.034,475161.61,0.99259601,4820739.8,50.6043,2.734762
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00201046,0.01000726,0.98999274,94753.357,948.221,471643.52,0.98585709,4345578.2,45.862,2.760788
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,25-29,25,5,0.0038294,0.01898156,0.98101844,93805.136,1780.567,464973.11,0.97569211,3873934.7,41.2977,2.723998
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00612175,0.03017955,0.96982045,92024.569,2777.26,453670.59,0.96172363,3408961.5,37.044,2.676755
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00951006,0.04649208,0.95350792,89247.309,4149.293,436305.72,0.9490997,2955291,33.1135,2.606624
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,40-44,40,5,0.01123174,0.05465504,0.94534496,85098.015,4651.035,414097.63,0.94011613,2518985.2,29.601,2.550557
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,45-49,45,5,0.01356297,0.06563406,0.93436594,80446.98,5280.062,389299.86,0.92824683,2104887.6,26.1649,2.550211
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,50-54,50,5,0.01636895,0.07869405,0.92130595,75166.918,5915.189,361366.36,0.91215686,1715587.7,22.8237,2.554055
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,55-59,55,5,0.02070755,0.09856332,0.90143668,69251.729,6825.68,329622.81,0.8880629,1354221.4,19.5551,2.562758
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,60-64,60,5,0.02721309,0.12760657,0.87239343,62426.049,7965.974,292725.78,0.85327663,1024598.6,16.413,2.564082
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,65-69,65,5,0.03697428,0.16957909,0.83042091,54460.075,9235.29,249776.07,0.80144139,731872.78,13.4387,2.561062
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,70-74,70,5,0.05280134,0.23371739,0.76628261,45224.785,10569.819,200180.88,0.72534258,482096.71,10.66,2.545555
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,75-79,75,5,0.07801475,0.32687148,0.67312852,34654.966,11327.72,145199.72,0.60564551,281915.83,8.1349,2.521557
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,80-84,80,5,0.12776027,0.48163342,0.51836658,23327.246,11235.181,87939.557,0.43267531,136716.11,5.8608,2.44582
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,85-89,85,5,0.21581836,0.6791009,0.3208991,12092.065,8211.732,38049.275,0.24835601,48776.551,4.0338,2.27085
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,90-94,90,5,0.34538585,0.84111743,0.15888257,3880.333,3263.816,9449.766,0.12561888,10727.275,2.7645,1.95084
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,95-99,95,5,0.47379118,0.91225815,0.08774185,616.517,562.423,1187.069,0.07079396,1277.509,2.0721,1.62973
Swaziland,SWZ,Medium,2025-2030,2028,3,Total,100+,100,-1,0.5981248,,,54.094,54.094,90.44,,90.44,1.6719,1.671892
Ethiopia,ETH,Medium,2025-2030,2028,3,Total,0,0,1,0.02421648,0.02370841,0.97629159,100000,2370.84,97901.968,0.97104622,6937160.7,69.3716,0.115068
Ethiopia,ETH,Medium,2025-2030,2028,3,Total,4-Jan,1,4,0.00302667,0.0120169,0.9879831,97629.159,1173.2,387621.14,0.99002558,6839258.7,70.0534,1.531967
Ethiopia,ETH,Medium,2025-2030,2028,3,Total,9-May,5,5,0.00133103,0.00663307,0.99336693,96455.959,639.799,480680.3,0.99404843,6451637.6,66.8869,2.5
Ethiopia,ETH,Medium,2025-2030,2028,3,Total,14-Oct,10,5,0.0010563,0.00526759,0.99473241,95816.16,504.721,477819.5,0.99413064,5970957.3,62.3168,2.500984
Ethiopia,ETH,Medium,2025-2030,2028,3,Total,15-19,15,5,0.00135153,0.00673581,0.99326419,95311.439,641.999,475015,0.99237629,5493137.8,57.6336,2.597826
Ethiopia,ETH,Medium,2025-2030,2028,3,Total,20-24,20,5,0.00171233,0.0085263,0.9914737,94669.44,807.18,471393.62,0.99075743,5018122.8,53.0068,2.579752
Ethiopia,ETH,Medium,2025-2030,2028,3,Total,25-29,25,5,0.00201611,0.01003171,0.98996829,93862.26,941.599,467036.73,0.98863554,4546729.2,48.4404,2.584358
Ethiopia,ETH,Medium,2025-2030,2028,3,Total,30-34,30,5,0.00261937,0.01301582,0.98698418,92920.661,1209.439,461729.12,0.98433955,4079692.4,43.9051,2.623534
Ethiopia,ETH,Medium,2025-2030,2028,3,Total,35-39,35,5,0.00374465,0.01855754,0.98144246,91711.222,1701.935,454498.23,0.97897467,3617963.3,39.4495,2.615724
