"country","year","xVXa","xSES","xRISK","xHIV","xTB","xtype","xcause","yVXa","ySES","yRISK","yHIV","yTB","ytype","ycause","fn","age_from","age_thru","value","lo","hi","err","name","type"
"TZA",2019.5,"all","all","all","all","Ds","stock",NA,"all","all","all","all","Ds,Dc","stock",NA,"x/y",0,99,0.504,0.361,0.797,0.218,"TB_subclinpr_0_99","ratio"
"TZA",2019.5,"all","high","all","all","Ds, Dc","stock",NA,"all","low","all","all","Ds,Dc","stock",NA,"x/y",0,99,0.674,0.575,0.801,0.113,"TB_prr_0_99","ratio"
"TZA",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,14,82.57378233,22.80609226,145.4871403,61.34052402,"TB_inci_0_14","inci"
"TZA",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",15,99,356.1159538,98.23888381,617.0629889,259.412052545,"TB_inci_15_99","inci"
"TZA",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,236.1846585,89.64673171,384.446561,147.399914645,"TB_inci_0_99","inci"
"TZA",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",0,14,48.12871884,38.50297507,57.75446261,9.62574377,"TB_notif_0_14","inci"
"TZA",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",15,99,211.7293543,169.3834835,254.0752252,42.34587085,"TB_notif_15_99","inci"
"TZA",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,140.0006113,112.0004891,168.0007336,28.00012225,"TB_notif_0_99","inci"
"TZA",2019.5,"all","all","all","all","TBdead","inflow","TBp,TBtr_died","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,55,32,84,26,"TB_deaths_0_99","inci"
"TZA",2019.5,"all","all","all","HIV1,ART1","all","stock",NA,"all","all","all","all","all","stock",NA,"x/y",0,99,0.029307585,0.025859634,0.031031561,0.0025859635,"HIV_prev_0_99","ratio"
"TZA",2019.5,"all","all","all","ART1","all","stock",NA,"all","all","all","HIV1,ART1","all","stock",NA,"x/y",0,99,0.75,0.67,0.81,0.07,"HIV_artcov_0_99","ratio"
"TZA",2019.5,"all","all","all","HIV1,ART1","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,56,27,97,35,"TB_newhivinf_0_99","inci"
"TZA",2019.5,"all","all","all","HIV1,ART1","TBdead","inflow","TBp,TBtr_died","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,20,0,48,24,"TB_morthiv_0_99","inci"
