"country","year","xVXa","xSES","xRISK","xHIV","xTB","xtype","xcause","yVXa","ySES","yRISK","yHIV","yTB","ytype","ycause","fn","age_from","age_thru","value","lo","hi","err","name","type"
"MWI",2019.5,"all","all","all","all","Ds","stock",NA,"all","all","all","all","Ds,Dc","stock",NA,"x/y",0,99,0.504,0.361,0.797,0.218,"TB_subclinpr_0_99","ratio"
"MWI",2019.5,"all","high","all","all","Ds, Dc","stock",NA,"all","low","all","all","Ds,Dc","stock",NA,"x/y",0,99,0.674,0.575,0.801,0.113,"TB_prr_0_99","ratio"
"MWI",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,14,48.16199026,18.52384241,77.80013811,29.63814785,"TB_inci_0_14","inci"
"MWI",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",15,99,218.4012139,85.46134455,360.8367881,137.687721775,"TB_inci_15_99","inci"
"MWI",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,144.9372687,69.78461087,225.4579736,77.836681365,"TB_inci_0_99","inci"
"MWI",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",0,14,18.85727157,15.08581726,22.62872589,3.771454315,"TB_notif_0_14","inci"
"MWI",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",15,99,145.9964636,116.7971709,175.1957563,29.1992927,"TB_notif_15_99","inci"
"MWI",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,90.73073023,72.58458418,108.8768763,18.14614606,"TB_notif_0_99","inci"
"MWI",2019.5,"all","all","all","all","TBdead","inflow","TBp,TBtr_died","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,37,24,53,14.5,"TB_deaths_0_99","inci"
"MWI",2019.5,"all","all","all","HIV1,ART1","all","stock",NA,"all","all","all","all","all","stock",NA,"x/y",0,99,0.059048517,0.051533251,0.059048517,0.003757633,"HIV_prev_0_99","ratio"
"MWI",2019.5,"all","all","all","ART1","all","stock",NA,"all","all","all","HIV1,ART1","all","stock",NA,"x/y",0,99,0.79,0.71,0.84,0.065,"HIV_artcov_0_99","ratio"
"MWI",2019.5,"all","all","all","HIV1,ART1","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,68,36,109,36.5,"TB_newhivinf_0_99","inci"
"MWI",2019.5,"all","all","all","HIV1,ART1","TBdead","inflow","TBp,TBtr_died","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,23,1,49,24,"TB_morthiv_0_99","inci"
