"country","year","xVXa","xSES","xRISK","xHIV","xTB","xtype","xcause","yVXa","ySES","yRISK","yHIV","yTB","ytype","ycause","fn","age_from","age_thru","value","lo","hi","err","name","type"
"GNB",2019.5,"all","all","all","all","Ds","stock",NA,"all","all","all","all","Ds,Dc","stock",NA,"x/y",0,99,0.504,0.361,0.797,0.218,"TB_subclinpr_0_99","ratio"
"GNB",2019.5,"all","high","all","all","Ds, Dc","stock",NA,"all","low","all","all","Ds,Dc","stock",NA,"x/y",0,99,0.674,0.575,0.801,0.113,"TB_prr_0_99","ratio"
"GNB",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,14,112.3821685,62.98341313,160.545955,48.781270935,"TB_inci_0_14","inci"
"GNB",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",15,99,539.9665221,296.9815871,782.951457,242.98493495,"TB_inci_15_99","inci"
"GNB",2019.5,"all","all","all","all","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,359.2034429,218.645574,499.7613119,140.55786895,"TB_inci_0_99","inci"
"GNB",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",0,14,14.69612973,11.75690378,17.63535568,2.93922595,"TB_notif_0_14","inci"
"GNB",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",15,99,205.9072338,164.725787,247.0886805,41.18144675,"TB_notif_15_99","inci"
"GNB",2019.5,"all","all","all","all","T","inflow","TBtr_init","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,125.3047373,100.2437898,150.3656847,25.06094745,"TB_notif_0_99","inci"
"GNB",2019.5,"all","all","all","all","TBdead","inflow","TBp,TBtr_died","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,133,93,179,43,"TB_deaths_0_99","inci"
"GNB",2019.5,"all","all","all","HIV1,ART1","all","stock",NA,"all","all","all","all","all","stock",NA,"x/y",0,99,0.020823388,0.018220464,0.023946896,0.002863216,"HIV_prev_0_99","ratio"
"GNB",2019.5,"all","all","all","ART1","all","stock",NA,"all","all","all","HIV1,ART1","all","stock",NA,"x/y",0,99,0.41,0.36,0.46,0.05,"HIV_artcov_0_99","ratio"
"GNB",2019.5,"all","all","all","HIV1,ART1","Ds","inflow","Tm, TBp, TBtr_LfLsDs, TBtr_RDs","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,113,73,163,45,"TB_newhivinf_0_99","inci"
"GNB",2019.5,"all","all","all","HIV1,ART1","TBdead","inflow","TBp,TBtr_died","all","all","all","all","all","stock",NA,"1e5*x/y",0,99,61,15,117,51,"TB_morthiv_0_99","inci"
