nhits,uid,chi,eta,j1A0,j2A0,j3A0,j4A0,kappa,muDc,muK,multiplier,omegaS0,pEhigh,pR,pT,rho,sageA15,sigma,theta,zeta
19,5b1f947ed92a53eb3937b1205058db4a,0.179803838118422,0.510505609542185,0.360297628466814,0.801870556260012,0.696508751864204,0.32066788303611,0.125076407884154,0.177084648958122,0.00918936359031033,0.875754296152477,0.0271109074644833,0.442753812385136,0.700059127571052,0.00131787390467092,0.0221444819335643,0.68508089242571,0.000953352644024909,0.0981811171231544,1.18592921733403
19,96561c6e1e980fe14bc6688002652db2,0.164182444544035,0.455307461251407,0.372381530867754,0.735729657274449,0.793181344940304,0.377798489152418,0.12532102717293,0.151741219666628,0.0107373915915347,0.786531989551775,0.0261498618147167,0.415000241731053,0.714413340628433,0.00126510670949892,0.0168721809442865,0.664166674811185,0.00098417625273065,0.0990924095159771,1.26255454699885
19,273f26084de32e3d89a543d11ece0892,0.165007128111549,0.547289624070442,0.21716177293039,0.786257995677181,0.753688883721409,0.314983422977957,0.125070506796729,0.172839328379151,0.0113601992618282,0.941170968351268,0.0262513080242592,0.460525818143526,0.73914936933782,0.00139980713882836,0.0209259408173562,0.68713513812733,0.000929888147129673,0.0994287320839343,1.28425636812485
19,896a12cfbe5582926dd0960af043974a,0.179089515274865,0.597035898413204,0.122192659090396,0.690123584019359,0.739222621741357,0.295882463833955,0.123777477294439,0.177735768300607,0.00890819754108675,0.904938427231694,0.0266311711770078,0.42750593187758,0.719197467656471,0.00143833300969355,0.0200381660334014,0.722242600813754,0.000798855333778111,0.100422149936809,1.2202331092158
19,6535dec9243a5011d3f7a59d9a6776c2,0.166078727650764,0.493871261566821,0.331439510734234,0.706011429234506,0.708743027384465,0.353727893111898,0.127801716403297,0.15823727483049,0.00852816363247635,0.596579725791131,0.0278897341931746,0.428352865820351,0.688762357514945,0.00124285958255566,0.0174734193517658,0.671605768238982,0.000894087925584192,0.0991277000631954,0.899841632794924
19,c2000e227cc9b2e38605a6d12a27c36d,0.143456216165217,0.559153687804166,0.105630206252485,0.642266188394828,0.651818296186238,0.327985229878317,0.133715154120334,0.173425749310686,0.00991362483101952,0.604384825442554,0.028184181079582,0.49294203934463,0.719550104871671,0.00138256504281625,0.0217267378166114,0.688940574297569,0.000782445369697739,0.100402188983014,0.922674423327534
19,d50c930f7cf3d3dd28b557da7c94d1fc,0.156821385511237,0.532359735978841,0.168558568092809,0.732612999466977,0.798021455155929,0.335283104601504,0.128201632703624,0.167821544633957,0.0108428560191203,1.02625301007114,0.0257223344937108,0.450359872005257,0.740205416693672,0.00139423685513612,0.0198979484854494,0.695624264112137,0.000834575866924737,0.098833406249545,1.23519195087117
19,f2724f3242c5d485be231ebdd97af4ea,0.193560650160505,0.49000321179493,0.489410576057043,0.659368274415497,0.626169393993733,0.319709490039242,0.123292066772951,0.156937328034558,0.00460008875401029,0.618231258425831,0.0294381409361283,0.427999885129121,0.649703201093577,0.00134044225110557,0.0166910887823686,0.743692259165161,0.000950111884987302,0.0987479942176716,1.11799347921865
19,7a5c09e4e37c68da1643120964f1fd31,0.19195145011266,0.525709677453672,0.362971173917956,0.75548013986955,0.676944850466504,0.33704977609665,0.125828558196215,0.173728278672139,0.00710307161239672,0.814774094499042,0.0272866124170886,0.451729828196757,0.672876288465893,0.00146285244783718,0.0196282921781589,0.727136959297671,0.000878922593429217,0.0981253909690523,1.29042405179144
19,bf25e364c23d651088c8fdbcc677660a,0.185329997883161,0.430883709699328,0.525591966984514,0.641707603353091,0.598784175972698,0.353572816677936,0.132050728999237,0.161029150292521,0.00451525277882815,0.306988404924766,0.0297677188817883,0.443239162432153,0.612656996010794,0.00127869321007082,0.0167060980901348,0.686658166300165,0.00101202901144508,0.0983887329543777,1.15093603358601
19,f3c77a21a46e0caaea845315d9276cab,0.1617613510921,0.503108699641082,0.212487371837974,0.716016568215667,0.767698190234741,0.345880438485308,0.12330243642356,0.156060894716274,0.0100429719500105,1.04277834298765,0.0267823427001772,0.420497709485828,0.744165928148044,0.00128116020720227,0.0183609268692393,0.729092357997967,0.000805195923453854,0.100596387064624,0.997471381459772
19,9f35288d7b5ed52196fa4c82cbb84999,0.159171279632172,0.508933980278667,0.091784673919586,0.591089733871566,0.750145952986568,0.34137641510081,0.13336550143756,0.168979550754238,0.00942628664589225,0.828891392710387,0.0263729412649801,0.430140839756855,0.698073194858711,0.00128488798008021,0.0192107737649448,0.678447331459089,0.00075016383211086,0.101698843676743,1.08127794054719
19,5250796c822f9b4d97508b2257c56904,0.187432421748345,0.557852856615661,0.442327410896583,0.816357125307042,0.67232342864749,0.284237340809718,0.124771742181771,0.167424340848343,0.00730723564527999,0.943824932542646,0.028256647442596,0.440835957195073,0.696658649588258,0.00142485248751897,0.0206951773375304,0.761224174809699,0.000961455584248127,0.0956182016835618,1.27862151123005
19,6c6ad281ad3d4a35f48e3cad410217f9,0.168450324379396,0.421196452796908,0.540992537249861,0.658947147853879,0.647956711188127,0.384625494002869,0.134255918646828,0.154346313762316,0.00666763120947804,0.476495704473454,0.028780398799617,0.426191195072275,0.63645983504212,0.00119709770478859,0.0185270889125491,0.668397808741698,0.000957389477125276,0.0973219389001732,1.17651405754792
19,78228b8e7a7476306a97aec47dc586d9,0.126609210661437,0.589547190947297,0.0496125399342747,0.56768895289293,0.682604906075968,0.352564124419163,0.123713307328332,0.156054480020886,0.0112495326433357,0.0868379539414098,0.0278562165918521,0.421109362588576,0.741200038091367,0.00124661136296583,0.0152183928907036,0.781754940584987,0.00098977032615735,0.0977684346365265,0.803096860467634
19,4c18da2dea4f51d1c6a0b4d04d308684,0.184202859688905,0.490220044786497,0.368533057502873,0.717212878904811,0.667777327350441,0.385593373980705,0.129696023529193,0.172349309156232,0.00727029245441973,0.515165805841749,0.0273286420335286,0.438515221266618,0.642732430723547,0.00132822635380435,0.0179362296082974,0.659130904808495,0.000884819133134278,0.0976642858681986,1.08511325524239
19,e3880609d1da694ebf945c89ee63adac,0.140393513701012,0.515222504846477,0.277775977690142,0.475915462118196,0.532311760988574,0.298819223595363,0.134849748328033,0.165133641980541,0.00696898155267175,0.0205772038516059,0.0309304034304763,0.49189072407188,0.659833537321994,0.00128718634365616,0.0188039320336586,0.732533307153631,0.00105606971106963,0.0986564595220409,0.935467842693756
19,839926e81d7ec75fbb21d8c03d93c4ec,0.163392153206175,0.495097901440302,0.460073588828647,0.81930322236647,0.576140342420949,0.423469552296016,0.120806163150198,0.161019105277159,0.00899629669155823,0.109441915148232,0.0289741775366556,0.48933696463497,0.690306522008924,0.00137095917425062,0.0206498669981853,0.728078571104302,0.00112770471200031,0.0930640844672026,1.04456359097141
19,5aa3aeccb86f4de10291a5df707ee038,0.209579484534212,0.556261981454509,0.406260202797198,0.932513802637711,0.612389911177483,0.460101046096403,0.124367287775639,0.173028964254177,0.0067612893597512,0.376297861373583,0.0279606056686754,0.416306119214828,0.642911599495568,0.0014481816878065,0.0192579137005221,0.74740966106448,0.000827302818868648,0.0931906947819126,1.14893321328259
19,dc7be83969874a001d9d2da9a36486fd,0.179774894547801,0.495516924519832,0.54000609337013,0.754796774867642,0.642363453029847,0.358869943274406,0.112352942528032,0.142654342128575,0.00666227968422311,0.551653678356216,0.0306504772481032,0.428966387668046,0.719767222867269,0.00132965057033931,0.0196080838241856,0.757428229026511,0.00110999718835651,0.0969254420141809,1.32636840262658
19,10217ed1f996cf847f5c7324165c4367,0.18509994820778,0.519966305535992,0.28522269056036,0.688330964787754,0.641592362869584,0.369481250712939,0.130717777965065,0.176250914821273,0.00695854149316133,0.354772455106534,0.0277037055781908,0.449825933131231,0.634693304602259,0.00135063649056273,0.0172846194391039,0.662587114028805,0.000837074278430178,0.0997268298776815,1.0284658046967
19,a02e5fd9bbd84b02007cd2079298a1be,0.174798423473563,0.56443642388574,0.407879739283926,0.865711724214901,0.610523414265369,0.423547781413405,0.111351569772278,0.163729037990772,0.0105558292266551,0.404958500754221,0.0292470523366403,0.43282864180655,0.735798214801919,0.00136330668515163,0.0215829507068629,0.795439188537051,0.00101561186337276,0.0952023031748999,0.923941322909919
19,57bd20dedf356e39e211a5fc90e0fa59,0.223289129389457,0.509405361600376,0.668303733729045,0.846258849958666,0.480238778650341,0.374281292633828,0.127489454632212,0.166055296939492,0.00354263110352366,0.27889331217765,0.0333468788828418,0.436468077400015,0.615944397463361,0.00134977782707719,0.0208902203581396,0.70312435364673,0.000906674249226207,0.100655270213421,1.04881906860948
19,6ae193429ea025f837fe6abdeb1831f2,0.148076935080417,0.614106353411583,0.0664472039041842,0.721715648537913,0.739950744945662,0.24207186618974,0.123541762065621,0.165996722733722,0.0114155811266522,0.981158917356461,0.0263448704888661,0.494614570834655,0.787672221961462,0.00152460579471472,0.0210536177876038,0.751085733060216,0.0009305776398731,0.0998298390250155,1.23542029211879
19,2d714b326c2f8f84db63998d2ac761c9,0.200890797431735,0.545890352730942,0.399510658046814,0.628409653256939,0.533951042174443,0.424449803327134,0.118396661148731,0.159113952234576,0.0030569283844449,0.532306881580325,0.0296791578626948,0.443940026992967,0.617038400716941,0.00147875408275318,0.0177926367850914,0.781023806858231,0.000709270586829796,0.0964801352456666,1.24848334592544
19,395a1525576bd78bf30b4cc4acbad96e,0.186966450507162,0.574798352243394,0.428485483245194,0.578614843148683,0.507369454994348,0.311366892208859,0.124024864808237,0.146368686007709,0.00390953131219107,0.798064083207597,0.0339504261801396,0.454236063435892,0.674058343663589,0.00133361093233333,0.0195992171551584,0.72142031422519,0.000596761198638598,0.10809183868097,0.900816610353448
19,7e42348512ba4c61c1eeb8dd5ac66ddb,0.148974169298496,0.434385200905616,0.357742726806575,0.712595282451131,0.674942646703125,0.480053808953557,0.128261513708417,0.154156511808959,0.00904697759973611,0.594702236296109,0.0280105399562624,0.419250728034225,0.685282013684605,0.00113744451106957,0.0219001347220691,0.716668340024939,0.000802764192666484,0.0938330023325284,0.92584728934985
19,e1fe79d24af75132160c98089c7b4e8f,0.125293167476618,0.58878349383408,0.176710650943925,0.728098209114497,0.719412659309403,0.307069812282168,0.11663012053225,0.153984775789481,0.0134955157137656,0.663272885059251,0.0265404988508563,0.489742458935664,0.808676801023628,0.00144413762956198,0.0199907595929135,0.794951460103241,0.00112586040461873,0.0953087988880289,1.0635188624207
19,460ce9abeab2540f6ea7198192572ecc,0.113876990574927,0.462258495659407,0.236884477710863,0.346753728475167,0.700391172391468,0.259461386515561,0.113678518467114,0.127005803729361,0.00801522398206071,1.55209258091925,0.0284152730274888,0.514329478224551,0.785198468624725,0.0012855756628403,0.0184297184854155,0.827581910678168,0.000823661188134243,0.100726551443676,0.92459072986416
19,780bb7139676eb9cdc786b37ea157838,0.17602271692679,0.446851290077971,0.0508116478509469,0.695129768916283,0.771547506400133,0.473796537036027,0.109758362037805,0.167730890891884,0.00929363936257733,0.283376692033533,0.0279424946390108,0.411965671142801,0.75886587233525,0.00125293544130861,0.0219506856050839,0.710877930158338,0.000910409539347745,0.102608869828616,1.3077154967276
19,5f66f9c10bae9ce79b094a7ff30fcae7,0.190052244514665,0.54201834374304,0.124307334026334,0.688185273259358,0.752324077920057,0.369608579266337,0.122597280107946,0.176883648852659,0.00683231674729673,0.935415998709296,0.0260085254823954,0.413652158400819,0.686334279820896,0.00143186777547798,0.0195937531554365,0.754704640939901,0.000761361121292306,0.0961474952342196,1.42507705060224
19,efe3c89c6e1282f58c5a24cfd22e20cc,0.188378087982454,0.50017921059302,0.615241669222898,0.763386368116132,0.558740368548531,0.408054143573022,0.116990376395084,0.158542463710509,0.00710628552761664,0.587167038175262,0.0306303310497613,0.475339744666738,0.671363691965751,0.00144550734410221,0.0214410899518834,0.729270528430682,0.00102078344886718,0.0958934316239572,1.25788300272769
19,cdb85cc998558f9d8ba44b29d48c59ca,0.146671150729856,0.618655474180244,0.179968867821183,0.406164213219343,0.618475224013762,0.240591718665985,0.117205574988802,0.149362167732531,0.00706222509484402,0.343284994133794,0.0310101792815914,0.443896835151384,0.731800572345549,0.00143466467788059,0.0149139833370623,0.837539401628351,0.00109577067710442,0.100625383237471,1.38376496604528
19,555ec34a3bdc3f34146aed1ef20bc6de,0.184684411648993,0.561304336664794,0.37897557460612,0.525870663720159,0.469867083596859,0.365987287177054,0.118078067931623,0.164538514883486,0.00371751936241889,0.131735300538565,0.0312341362313971,0.479722968527353,0.628477028794214,0.00148659736818141,0.0176898901549662,0.782250105568926,0.000898169441278535,0.0991629130903357,1.19774805244871
19,44993863c8fdf46be0b27a511317e734,0.16950499878602,0.571835965058289,0.611448506937523,0.481606489667564,0.411808169933707,0.318211062452494,0.130713222520038,0.164156002909613,0.00464834231202936,0.423701085916823,0.0340717321746953,0.491743978667809,0.612186672626563,0.00138824362130974,0.0194838678378131,0.74896205302283,0.000944543492403666,0.0977651384958759,1.02504099722542
19,1cbec272d6aaf9979fcf34a32e4bb7d0,0.128816611071615,0.626633120703794,0.0691561426489014,0.327416134738701,0.596889597312042,0.255074814836195,0.114258468803985,0.173286962388917,0.0109549265897026,0.419962613166677,0.0302062952922314,0.463576438736209,0.758120059813452,0.00138078085961542,0.0189000273649507,0.861738174874874,0.00109933206910384,0.101903311294503,1.04360749742499
19,3823b6b03b9547b75859f906e41bd8b5,0.153176482719985,0.678809093623917,0.0736141680695531,0.406561847074829,0.578335966887907,0.232904174784125,0.107396162475399,0.163769175625452,0.00682542944964831,1.02579115184149,0.0300106739760981,0.420291392933694,0.747733534800127,0.00140122470289592,0.0192161808540151,0.967135666042887,0.000925871497508859,0.0950943692847593,0.959245918186877
19,193596c6bae450b43831c4e97f27037a,0.142870178675983,0.618160541767705,0.314552361944187,0.314831000037476,0.497515513988745,0.239975963291196,0.119425171457002,0.146569105760182,0.00369345243538601,1.09071586378311,0.0326648465832774,0.439146781959538,0.687569662067657,0.00134682206537294,0.0191059096743811,0.952246345981371,0.000906672306601461,0.0917376249955615,1.05238835100523
19,40da38a76336527ea618dc4f80cfc0b1,0.131493806306243,0.509547065877457,0.446813830924238,0.570603459523728,0.62218208296899,0.292483065882165,0.120609677785642,0.127001739905766,0.00734711026776859,1.09001901789552,0.030189971481625,0.439476891874653,0.742363425602333,0.00121720107466854,0.0192376638703301,0.856736723197533,0.000917424481917256,0.0947272020678177,0.889687092234108
19,ad911f2d42e20b35f955517eac0ed86b,0.157166351025178,0.558792286364071,0.303947674690973,0.489287220295703,0.666085013833503,0.305788856039589,0.10662848869538,0.147203400945814,0.00781614464087494,1.35932489309355,0.0294904188052815,0.462570512116339,0.775287999445233,0.00149145697718878,0.0188285352158151,0.876415179905117,0.000882975266863641,0.0993843218654071,1.29006009427639
19,cde32813052f38be26540cf74ee41aa5,0.146887396483007,0.423565888340053,0.435342473948309,0.755179069623779,0.763382537906861,0.392207179452316,0.128428710825596,0.157161661785836,0.0108225069712268,0.594683772242009,0.0269615527095807,0.454245075188641,0.709424106234619,0.00119276130418208,0.0189318715896066,0.618200082425469,0.0010370910986578,0.0979265230909264,1.12477956537629
19,33a24a9409b1adec90758055a859c21d,0.144360558700073,0.440267643494931,0.477934697875687,0.763630509710367,0.748501079745462,0.373662682318152,0.127228008701926,0.153245063244073,0.0108383685829768,0.610026240594625,0.0276982393169432,0.446651677392487,0.711431110078869,0.0012001412384237,0.0202695846575217,0.642956543460929,0.00107271719957473,0.0978277272028348,1.18805343217129
19,eff9f758904754a7eee93edee3746ff3,0.144516671937774,0.44549627736437,0.502576426383042,0.74457100324003,0.771230884155131,0.36244729575424,0.127049526061345,0.150145292787729,0.0107205008724348,0.635838193545617,0.0275562113590033,0.471085182165791,0.712411925272951,0.00126685353636396,0.0200325353918727,0.663236842548915,0.00107834535489224,0.0964030592732536,1.13428503490711
19,72e3924835c7edaa755924a8e2d75ced,0.141767699808791,0.453522481888932,0.523393660543421,0.752333554733972,0.76281884098599,0.34480898493065,0.129978897897838,0.152434051474414,0.0111840395046713,0.597431801138385,0.0276657653453318,0.45369734866551,0.704389421244552,0.00123226072166216,0.0185987686583649,0.676708690928735,0.00109123651394751,0.0958319920596341,1.17396918502177
19,a1f274867cd3097575a6452545c35a0f,0.142499817638914,0.450433672836449,0.50610385598422,0.769132198822181,0.769772715313233,0.374389750487194,0.126420779258212,0.15170659622421,0.0106921869460212,0.629088269152618,0.0274761349634356,0.443551810758252,0.695557182833487,0.00122166463347476,0.017103667663479,0.671709138475799,0.00106513584276674,0.0954323400694346,1.13633189675684
19,d3e1b88dbd0756210d2494d0a21cd745,0.141658957376308,0.449653258972269,0.52348912763589,0.81159438209651,0.752252869278065,0.351341935913102,0.128326571381617,0.142305027882508,0.0113623896488452,0.604197821940794,0.0271447465280269,0.402437787098874,0.693930031801043,0.001114308570649,0.0191428768143991,0.694879107233578,0.00109680233595413,0.0929883006891074,1.09997547302122
19,3e30d3a2637afd1071efcd901399d7b9,0.137808435392264,0.446952937001762,0.53711915157915,0.80324345571218,0.751938733683772,0.381204328562157,0.13383325695815,0.139301473716656,0.0104209565452652,0.673529416331216,0.0269089668469119,0.406094089565863,0.703530567520233,0.00108293434928608,0.0197651306728778,0.709087304799327,0.00107400398738178,0.0931649719853526,1.08793887454743
19,a8b1de0df87e64648ef9a17133ef9cf1,0.137996038389369,0.418339582024541,0.534337116064438,0.784464566143658,0.72170518055918,0.349000396885933,0.131148453138297,0.135170336834437,0.0104007880229557,0.681535052678674,0.0266588589609918,0.400721805244748,0.697093310092978,0.0010484483730587,0.0201155577671362,0.724856240394035,0.00106188165430199,0.0941368138282274,1.08737708993728
19,84336a33176e52d4c12236a9ad950262,0.152179959223995,0.489998864093606,0.426228306634342,0.729503813295189,0.799119040017544,0.401174223823315,0.128668713956942,0.161371414283664,0.0118468577348237,0.476654653129896,0.028193551088482,0.481271993986625,0.723242276825077,0.00137717631049159,0.0190137027800732,0.621163129349988,0.00108790805986781,0.0976462610912704,1.18691301616926
19,e142d4404703f558787456bbb79292a8,0.15134916318576,0.468446569534278,0.400722869602603,0.73139303881405,0.775724046694671,0.432616395014384,0.133398728522879,0.157606058650875,0.0115391052241362,0.4243982567835,0.0283908693173329,0.448338592825652,0.728867115366711,0.00126699885643072,0.019494641213685,0.599730737216055,0.00107285658481011,0.0997993427050414,1.16518094672394
19,ef1008bcfa22287b75a4958de621bf0d,0.140546957777399,0.470588528708636,0.452150349023773,0.72281190497582,0.801046964766469,0.350219547739253,0.127712393852534,0.156139587558796,0.00881412397553218,0.855252269118284,0.0272381716997089,0.501145437586128,0.727648012441952,0.00129275332492215,0.0187346528664089,0.66100180954454,0.00106577927094571,0.0993316577659918,0.987427409486857
19,d66523fa841c31c8db97452db56ba765,0.17341722278942,0.456612015305604,0.386954471733572,0.733964720037199,0.593678866667875,0.488678059216341,0.121290911274998,0.149692041922856,0.0127109242220073,0.232450946517843,0.0283155029533096,0.386169485959704,0.700825215160956,0.0011673632160235,0.0181636099361157,0.663263096980184,0.000969522360179507,0.102287233687739,1.10997969592604
19,00cfac2e6427d6eaec53378da4e9daa9,0.16228743643675,0.506999395767759,0.531763622142844,0.645105183972322,0.465165410279469,0.363718110731934,0.105521661828386,0.157479034610765,0.00922305185991297,0.955176407850249,0.0274923437827542,0.42435503544111,0.661264927676303,0.00120197716890957,0.0191071002859863,0.817681795799198,0.000860255549832477,0.104611571905337,1.18484899566713
19,bbf61b103f7c5cbff32d8199ada51c1a,0.150810662491131,0.568642079825024,0.445583874390616,0.714246618246856,0.780103057523965,0.323145284454121,0.111233761182682,0.177142131727304,0.00728365778115148,1.2061390172054,0.026409387592269,0.475463848980705,0.709936462440088,0.00130068782559989,0.0213158231125711,0.729041465705737,0.00105657594953949,0.0994822498495592,0.887598245383696
19,23bba92cf492be3a4f4d003454ec06c3,0.161992780055802,0.582572822173144,0.47023688042162,0.554615263536258,0.53823331377668,0.302657293328826,0.0997879527380372,0.166976772952158,0.00514593305183426,1.55181406503843,0.0255071830347956,0.448792629391556,0.689155440948167,0.00136386562090531,0.0183147256532051,0.864325732555626,0.00084569430718046,0.109316064914601,1.23931060125436
19,f255ed59a6f9f6f896d9c189eeb58c74,0.154671777656816,0.58129739087419,0.632256673817152,0.68966616340939,0.57965123297552,0.272152120369929,0.0992172719614185,0.157067353887574,0.00759241116841974,1.21700001704618,0.0266571366346847,0.413159653846281,0.636675876993852,0.00133435054413671,0.0143073089414101,0.837010483168633,0.000921090055655414,0.0972016369642054,1.32088759355375
19,e614255474edd4510a0d8adbb1cc1b15,0.160805345342046,0.443744857016621,0.385102301208942,0.767654937067403,0.813552247769298,0.449827675127967,0.125788949251425,0.166043097896166,0.0124185315451303,0.267323160721529,0.0282058713396815,0.499369051548819,0.711614275464846,0.00139964073211321,0.019206728967191,0.579166060652727,0.0011059422674836,0.0968264809084321,1.19175290765005
19,0a362c6bac67f4274714961ac3d934c7,0.196350684919876,0.491204877049718,0.327331478756962,0.620186279325015,0.426877340787651,0.413938051485422,0.0957476489831904,0.166669254641996,0.0125348821098376,0.540366676426753,0.0283288504117225,0.433181129889546,0.671746463488111,0.00128299938006175,0.0220370446135751,0.788490220948035,0.000861740765066203,0.109663929846905,1.34132048836835
19,6878549a15b3439d566c6419c1d211d8,0.168427167734592,0.487322751938557,0.402023656269121,0.675199823044451,0.690419949840674,0.525018279928421,0.117691001580707,0.170297630640016,0.0125142395231583,0.454183637915357,0.0288423763383136,0.40139767456016,0.707257401395411,0.00126946840333043,0.019219960685196,0.695211941369579,0.000964447842617414,0.104717872650471,1.37573856496742
19,b8734449cd849a7914b9e97c2b23f95c,0.119982444481562,0.529687043303103,0.603682903274871,0.715673271747071,0.893743874547797,0.325037600216485,0.125433883488569,0.162606750823076,0.0101005953096947,1.01915839367049,0.0277533762070937,0.488366567996463,0.721483977973462,0.00134493858209211,0.0160145954327852,0.690918062003405,0.00105443412189226,0.0952808216429151,1.01509310445461
19,9eee52734eec11a565269f7ffafb3fcb,0.154889648034125,0.483038314810656,0.431194083363972,0.749234284866031,0.864837000351285,0.440572115732351,0.124669281828128,0.170850474647191,0.0118694022299407,0.479478423993021,0.0287159491956149,0.453637888056024,0.71711154295026,0.00133231754679739,0.0201219068789048,0.64244523280679,0.00109509145903673,0.0977324861903377,1.22012574028878
19,cff6cb1593e9a3ca3f28090e414c08cb,0.111131401332987,0.520609127636563,0.589715292779618,0.732900099405969,0.996566637195985,0.431645322807568,0.133162321386928,0.165578936618642,0.0126572141788233,1.03801836302005,0.0280493405057018,0.409927233960191,0.735321756559426,0.00120334814387678,0.0179376674770655,0.776644740312692,0.00105198921795508,0.0953754234502257,1.12095830892232
19,5ebc31c42744025bdbf9d0dfc0bb132e,0.1660238054347,0.651037215061737,0.459601927396696,0.577790878775763,0.552704609652325,0.233980716703058,0.0857068898213444,0.154291959273011,0.00382346758546726,1.74050085279873,0.0265388611907127,0.403642798347975,0.678616519917432,0.00127908090801218,0.0172723038547889,0.908651853869799,0.000816541351622483,0.110533141893089,1.09579991816328
19,eb1e9db055559052f8e694bcd3874eec,0.171050960284056,0.589406445398769,0.431300225108144,0.533527122155067,0.547839591052243,0.298275514731354,0.0969458884053171,0.150488076778,0.00387988973290077,1.28112199636999,0.0263397648961689,0.461488747979222,0.696809193097802,0.00139600324629478,0.0169647493889891,0.797182694766117,0.000846866797468085,0.110266519686856,1.09681609992643
19,b8aa36fed241a6fb7e6b2f4848830dd6,0.229637144496697,0.533012649789401,0.237328606750164,0.611686788344686,0.359378131068914,0.40925271941308,0.0815275579006515,0.159588399112252,0.00759957328185829,0.601361983310219,0.0269046474741163,0.420111832391285,0.63192769146259,0.00137042042302573,0.0196268806926182,0.777334532229087,0.000823762645151992,0.110745371729249,1.26924456577089
19,d2f352867ac85a15beaf9776d32cecb5,0.136008165265208,0.620846694512454,0.634444818994295,0.479416453004884,0.60440446659286,0.244416065994975,0.0795187538352008,0.155113172082299,0.00967536107061469,1.6143648937445,0.0279506974402927,0.425076306032188,0.654965187913288,0.00125787755208852,0.0131065736283796,0.989239001311014,0.00071778863514058,0.107545892726309,0.94583000453299
